size,total_net_assets,net_annual_expenses,morningstar_rating,inception_date,portfolio_bonds,sectors_basic_materials,sectors_consumer_cyclical,sectors_financial_services,sectors_real_estate,sectors_consumer_defensive,sectors_healthcare,sectors_utilities,sectors_communication_services,sectors_energy,sectors_industrials,sectors_technology,price_earning,returns_2017,returns_2016,alpha,beta
Large,46640000000,0.84,3,1/1/1996,0,3.04,4.23,31.42,0.4,10.91,15.81,2.7,2.66,5.54,16.7,6.62,14.81,17.45,13.86,-2.87,0.96
Large,46640000000,1.59,3,4/11/1997,0,3.04,4.23,31.42,0.4,10.91,15.81,2.7,2.66,5.54,16.7,6.62,14.81,16.55,13.02,-3.63,0.96
Large,58970000,1.2,3,30/01/2005,0,6.51,14.92,8.74,0,2.23,14.87,0,7.06,9.96,0,35.7,24.24,27.94,11.15,1.52,1.14
Large,46640000000,1.59,3,31/03/2005,0,3.04,4.23,31.42,0.4,10.91,15.81,2.7,2.66,5.54,16.7,6.62,14.81,16.58,13,-3.63,0.96
Large,46640000000,0.84,3,31/03/2005,0,3.04,4.23,31.42,0.4,10.91,15.81,2.7,2.66,5.54,16.7,6.62,14.81,17.46,13.85,-2.89,0.96
Large,46640000000,0.59,4,1/1/1997,0,3.04,4.23,31.42,0.4,10.91,15.81,2.7,2.66,5.54,16.7,6.62,14.81,17.76,14.13,-2.64,0.96
Large,46640000000,0.59,4,31/03/2005,0,3.04,4.23,31.42,0.4,10.91,15.81,2.7,2.66,5.54,16.7,6.62,14.81,17.74,14.14,-2.63,0.96
Large,46640000000,0.49,4,30/04/2006,0,3.04,4.23,31.42,0.4,10.91,15.81,2.7,2.66,5.54,16.7,6.62,14.81,17.86,14.25,-2.54,0.96
Others,18440000,0,3,31/10/2017,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.04,0.85
Large,532580000,1.39,2,31/03/2014,0,3.15,22.89,6.11,0,14.56,11.31,0,3.68,0.63,13.41,24.26,18.23,26.09,-2.71,0.61,0.87
Large,61640000,1.54,2,4/1/2015,0,0,31.21,31.15,0,11.45,8.18,0,0,0,3.98,14.02,20.12,25.46,2.63,-0.46,0.83
Large,61640000,1.11,2,5/1/2015,0,0,31.21,31.15,0,11.45,8.18,0,0,0,3.98,14.02,20.12,26.01,3.08,-0.04,0.83
Medium,469910000,0.63,1,1/10/2006,85.41,0,0,0,0,0,0,0,0,0,0,0,0,0.62,-0.34,-0.77,0.19
Large,61640000,1.09,2,4/1/2015,0,0,31.21,31.15,0,11.45,8.18,0,0,0,3.98,14.02,20.12,26.02,3.09,-0.05,0.82
Large,1590000000,1.61,3,23/10/1995,0,5.25,18.5,22.74,1.64,12.14,0.53,0.76,0.91,4.13,7.03,26.37,13.25,37.38,8.6,3.33,1.03
Large,1590000000,2.37,3,23/10/1995,0,5.25,18.5,22.74,1.64,12.14,0.53,0.76,0.91,4.13,7.03,26.37,13.25,36.36,7.76,2.56,1.03
Large,1590000000,2.37,3,26/06/1996,0,5.25,18.5,22.74,1.64,12.14,0.53,0.76,0.91,4.13,7.03,26.37,13.25,36.38,7.76,2.56,1.03
Large,1590000000,1.87,3,30/09/2008,0,5.25,18.5,22.74,1.64,12.14,0.53,0.76,0.91,4.13,7.03,26.37,13.25,37.05,8.34,3.07,1.03
Large,1590000000,1.62,4,30/09/2008,0,5.25,18.5,22.74,1.64,12.14,0.53,0.76,0.91,4.13,7.03,26.37,13.25,37.42,8.59,3.32,1.03
Large,1590000000,1.37,4,30/09/2008,0,5.25,18.5,22.74,1.64,12.14,0.53,0.76,0.91,4.13,7.03,26.37,13.25,37.76,8.86,3.57,1.03
Large,1590000000,1.36,3,1/1/1997,0,5.25,18.5,22.74,1.64,12.14,0.53,0.76,0.91,4.13,7.03,26.37,13.25,37.74,8.87,3.56,1.03
Large,1590000000,1.26,4,31/05/2012,0,5.25,18.5,22.74,1.64,12.14,0.53,0.76,0.91,4.13,7.03,26.37,13.25,37.86,8.98,3.68,1.03
Large,1000000,1.4,3,1/10/2000,0,8.56,13.62,24.67,0.47,8.04,1.87,1.99,2.32,8.07,7.38,23,12.76,42.59,10.62,1.99,1.06
Large,61640000,2.29,2,29/04/2015,0,0,31.21,31.15,0,11.45,8.18,0,0,0,3.98,14.02,20.12,24.53,1.89,-1.22,0.83
Large,1130000000,0.95,3,30/04/2012,0.62,9.67,12.57,23.09,2.82,8.86,3.33,2.17,2.36,5.17,7.44,22.53,11.43,35.15,6.71,0.29,1.05
Large,1590000000,2.37,3,30/09/2008,0,5.25,18.5,22.74,1.64,12.14,0.53,0.76,0.91,4.13,7.03,26.37,13.25,36.38,7.78,2.56,1.03
Medium,7570000000,0.78,5,1/10/2006,92.42,0,0,0,0,0,0,0,0,0,0,0,0,7.82,0.57,1.76,0.97
Others,18440000,0.98,3,4/12/1991,100,0,0,0,0,0,0,0,0,0,0,0,0,2.95,-0.94,-1.08,0.85
Large,12070000,1.25,4,29/10/2009,0,13.45,9.39,12.09,0,2.12,10.37,1.86,7.8,12.7,9.4,20.81,14.47,7.17,7.9,-1.57,0.49
Large,12070000,2,3,30/07/2012,0,13.45,9.39,12.09,0,2.12,10.37,1.86,7.8,12.7,9.4,20.81,14.47,6.44,7.04,-2.33,0.49
Medium,285950000,0.82,5,1/10/2006,97.34,0,0,0,0,0,0,0,0,0,0,0,0,6.83,0.3,0.53,1.11
Medium,985130000,0.77,5,1/10/2006,94.78,0,0,0,0,0,0,0,0,0,0,0,0,6.67,0.97,1.37,1.02
Large,12070000,0.87,4,30/07/2012,0,13.45,9.39,12.09,0,2.12,10.37,1.86,7.8,12.7,9.4,20.81,14.47,7.62,8.27,-1.16,0.49
Large,12070000,1,4,29/10/2009,0,13.45,9.39,12.09,0,2.12,10.37,1.86,7.8,12.7,9.4,20.81,14.47,7.56,8.07,-1.29,0.49
Large,97810000,1.56,2,14/11/2013,0,9.55,9.02,24.58,1.16,4.81,1.78,2.66,4.43,8.97,4.09,28.95,9.46,40.14,6.98,-0.41,1.1
Large,97810000,2.61,2,14/11/2013,0,9.55,9.02,24.58,1.16,4.81,1.78,2.66,4.43,8.97,4.09,28.95,9.46,38.66,5.98,-1.39,1.09
Large,97810000,0,2,27/02/2018,0,9.55,9.02,24.58,1.16,4.81,1.78,2.66,4.43,8.97,4.09,28.95,9.46,0,0,-0.15,1.1
Large,97810000,1.42,2,14/11/2013,0,9.55,9.02,24.58,1.16,4.81,1.78,2.66,4.43,8.97,4.09,28.95,9.46,40.19,7.36,-0.16,1.1
Large,97810000,1.88,2,14/11/2013,0,9.55,9.02,24.58,1.16,4.81,1.78,2.66,4.43,8.97,4.09,28.95,9.46,39.66,6.77,-0.66,1.1
Large,215720000,1.12,3,31/10/2004,0,3.67,8.5,27.36,4.92,4.87,14.18,4.56,2.73,8.08,8.74,12.39,13.22,13.96,15.32,-2.72,0.95
Large,215720000,0.67,3,31/10/2004,0,3.67,8.5,27.36,4.92,4.87,14.18,4.56,2.73,8.08,8.74,12.39,13.22,14.42,15.81,-2.26,0.95
Large,505890000,0.83,5,1/10/2006,94.89,0,0,0,0,0,0,0,0,0,0,0,0,5.5,0.01,0.2,0.95
Large,79420000,1.55,3,30/03/1997,0,9.14,9.49,32.6,2.18,3.33,7.11,3.13,8.71,10.37,9.66,4.28,11.19,21.01,1.36,-2.97,0.99
Medium,47180000,0.78,2,13/08/1992,0,0,0,0,0,0,0,0,0,0,0,0,15.62,15.35,10.05,2.34,0.67
Large,310000000,1.41,4,30/10/2003,0,5.52,14.49,14.03,0,17.39,18.79,0,2.31,1.14,16.62,9.7,17.13,23.29,6.81,2.48,0.82
Medium,142750000,1.4,2,28/02/2000,0,2.6,27.3,18.97,4.19,5.94,8.55,0,2.85,6.02,18.73,4.85,7.27,0,0,2.8,0.96
Medium,142750000,2.15,3,28/02/2000,0,2.6,27.3,18.97,4.19,5.94,8.55,0,2.85,6.02,18.73,4.85,7.27,14.22,10.99,2.01,0.96
Medium,1810000000,0.87,5,31/07/1984,0,0,17.92,5.23,1.35,3.53,15.9,0,0,0,32.18,23.89,19.72,25.63,16.28,2.87,0.9
Large,2370000000,1.43,4,30/01/1989,5.66,10.16,22.16,20.04,2.56,4.26,5.2,0.2,0.2,3.23,12.54,19.44,19.6,2.39,2.61,1.52,-0.15
Large,2370000000,1.11,4,31/07/2013,5.66,10.16,22.16,20.04,2.56,4.26,5.2,0.2,0.2,3.23,12.54,19.44,19.6,2.74,2.94,1.85,-0.16
Others,103250000,1.24,1,9/5/2005,40.52,0,0,0,0,0,0,0,0,0,0,0,0,9.08,-0.33,-0.64,0.83
Small,28350000,2.08,0,22/12/2015,0,14.18,17.49,10.15,5.06,5.27,2.96,1.54,1.62,5.08,20.92,15.72,9,14.6,0,0,0
Small,28350000,2.7,0,22/12/2015,0,14.18,17.49,10.15,5.06,5.27,2.96,1.54,1.62,5.08,20.92,15.72,9,13.97,0,0,0
Small,28350000,1.7,0,22/12/2015,0,14.18,17.49,10.15,5.06,5.27,2.96,1.54,1.62,5.08,20.92,15.72,9,15.06,0,0,0
Large,2480000000,1.04,4,2/7/1996,1.81,5.88,16.47,27.31,0.29,2.81,11.73,4.79,8.55,11.02,8.8,2.35,13.64,10.45,2.4,-2.19,0.76
Large,20050000,0.75,3,28/05/2015,0,4.99,14.65,13.06,6.35,10.53,9.94,5.13,4.86,5.42,15.92,9.16,15.52,20.57,6.45,3.91,0.61
Large,20050000,1.05,3,28/05/2015,0,4.99,14.65,13.06,6.35,10.53,9.94,5.13,4.86,5.42,15.92,9.16,15.52,20.11,6.14,3.63,0.61
Medium,450000000,0.69,4,31/10/2010,67.07,0,0,0,0,0,0,0,0,0,0,0,0,1.23,1.94,-0.22,0.62
Medium,450000000,1.48,2,31/10/2010,67.07,0,0,0,0,0,0,0,0,0,0,0,0,0.44,1.05,-0.97,0.61
Large,406620000,1.8,2,4/10/2012,0,19.51,17.38,10.64,1.39,6.75,3.29,0.83,1.21,3.67,17.65,17.66,15.02,20.83,-3.58,-2.78,0.37
Medium,450000000,0.7,4,31/10/2010,67.07,0,0,0,0,0,0,0,0,0,0,0,0,1.21,1.94,-0.22,0.61
Medium,450000000,0.44,5,31/10/2010,67.07,0,0,0,0,0,0,0,0,0,0,0,0,1.49,2.21,0.06,0.64
Large,446000,0.98,5,27/12/2010,0,2.71,23.35,6.1,0,34.09,4.69,3.22,0,0,7.86,17.99,27.74,44.75,2.47,12.08,0.78
Medium,59560000,0.9,4,31/01/1990,99.03,0,0,0,0,0,0,0,0,0,0,0,0,4.47,0.24,0.05,0.82
Large,446000,1.31,5,27/12/2010,0,2.71,23.35,6.1,0,34.09,4.69,3.22,0,0,7.86,17.99,27.74,44.18,2.13,11.77,0.78
Medium,159180000,0.77,3,2/2/1992,98.37,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,-0.15,0.83
Medium,4970000000,1.54,2,6/9/1993,94.84,0,0,0,0,0,0,0,0,0,0,0,0,5.28,5.03,-0.06,1.12
Medium,4970000000,1.54,2,2/1/1994,94.84,0,0,0,0,0,0,0,0,0,0,0,0,5.28,5.03,-0.06,1.11
Medium,4970000000,0.79,4,7/5/1974,94.84,0,0,0,0,0,0,0,0,0,0,0,0,6.06,5.81,0.69,1.12
Medium,4970000000,1.54,2,31/03/2005,94.84,0,0,0,0,0,0,0,0,0,0,0,0,5.28,5.03,-0.05,1.11
Medium,4970000000,0.8,4,31/03/2005,94.84,0,0,0,0,0,0,0,0,0,0,0,0,6.06,5.81,0.69,1.12
Medium,4970000000,0.54,4,31/03/2005,94.84,0,0,0,0,0,0,0,0,0,0,0,0,6.4,5.99,0.92,1.12
Medium,4970000000,0.44,3,31/05/2012,94.84,0,0,0,0,0,0,0,0,0,0,0,0,6.43,6.18,1.02,1.12
Others,85720000,1,2,1/8/2011,35.02,0,0,0,0,0,0,0,0,0,0,0,0,-8.14,-1.32,-4.26,0.48
Others,85720000,1.28,2,1/8/2011,35.02,0,0,0,0,0,0,0,0,0,0,0,0,-8,-1.68,-4.29,0.47
Medium,679180000,1.42,4,14/11/2013,0,8.7,18.49,9.28,4.12,2.51,11.74,0.63,1.72,5.9,11.13,25.76,15.67,24.2,16.07,1.23,1.02
Medium,679180000,2.13,3,30/06/2015,0,8.7,18.49,9.28,4.12,2.51,11.74,0.63,1.72,5.9,11.13,25.76,15.67,23.58,15.42,0.69,1.02
Large,406620000,2.57,1,4/10/2012,0,19.51,17.38,10.64,1.39,6.75,3.29,0.83,1.21,3.67,17.65,17.66,15.02,20,-4.37,-3.55,0.37
Large,229310000,1.47,4,28/12/2006,0,1.92,22.22,3.3,0,3.07,11.18,0,0,0,5.67,52.64,27.98,18.81,-0.76,-1.39,1.34
Medium,679180000,1.23,4,14/11/2013,0,8.7,18.49,9.28,4.12,2.51,11.74,0.63,1.72,5.9,11.13,25.76,15.67,24.51,16.4,1.51,1.02
Large,2090000000,1.46,4,1/10/2006,88.03,0,0,0,0,0,0,0,0,0,0,0,0,6.18,-0.58,0.68,0.88
Medium,42320000,0.75,2,1/1/1997,98.15,0,0,0,0,0,0,0,0,0,0,0,0,3.76,3.15,-1.33,0.97
Medium,42320000,1.5,2,4/3/1998,98.15,0,0,0,0,0,0,0,0,0,0,0,0,3.08,2.4,-2.1,0.99
Medium,42320000,0.61,2,29/11/2012,98.15,0,0,0,0,0,0,0,0,0,0,0,0,4.02,3.31,-1.17,0.98
Medium,42320000,0.5,2,1/1/1997,98.15,0,0,0,0,0,0,0,0,0,0,0,0,4.01,3.41,-1.07,0.96
Large,46640000000,1.59,3,3/11/1997,0,3.04,4.23,31.42,0.4,10.91,15.81,2.7,2.66,5.54,16.7,6.62,14.81,16.58,13,-3.63,0.96
Large,18660000000,1.69,3,31/03/1996,0,2.94,15.94,13.74,0,4.81,11.72,0,2.24,0.94,11.42,36.27,26.27,29.54,1.5,2.86,0.98
Large,18660000000,0.93,4,12/9/1993,0,2.94,15.94,13.74,0,4.81,11.72,0,2.24,0.94,11.42,36.27,26.27,30.53,2.25,3.62,0.98
Large,18660000000,0.94,4,31/03/2005,0,2.94,15.94,13.74,0,4.81,11.72,0,2.24,0.94,11.42,36.27,26.27,30.52,2.25,3.61,0.98
Large,18660000000,0.69,4,1/1/1997,0,2.94,15.94,13.74,0,4.81,11.72,0,2.24,0.94,11.42,36.27,26.27,30.86,2.46,3.86,0.98
Large,18660000000,0.69,4,31/03/2005,0,2.94,15.94,13.74,0,4.81,11.72,0,2.24,0.94,11.42,36.27,26.27,30.86,2.5,3.86,0.98
Large,18660000000,0.59,4,25/08/2011,0,2.94,15.94,13.74,0,4.81,11.72,0,2.24,0.94,11.42,36.27,26.27,30.99,2.55,3.95,0.98
Large,18660000000,1.69,3,31/03/2005,0,2.94,15.94,13.74,0,4.81,11.72,0,2.24,0.94,11.42,36.27,26.27,29.55,1.5,2.86,0.98
Large,210410000,1,3,14/09/2010,7.81,5.21,11.5,16.47,8.6,8.95,10.09,3.08,1.94,4.62,12.33,17.2,16.32,20.02,7.96,-0.35,1.38
Large,210410000,0,4,14/09/2010,7.81,5.21,11.5,16.47,8.6,8.95,10.09,3.08,1.94,4.62,12.33,17.2,16.32,21.2,9.19,0.72,1.38
Large,210410000,0,4,28/08/2016,7.81,5.21,11.5,16.47,8.6,8.95,10.09,3.08,1.94,4.62,12.33,17.2,16.32,21.37,0,0.76,1.38
Large,210410000,1,3,14/09/2010,7.81,5.21,11.5,16.47,8.6,8.95,10.09,3.08,1.94,4.62,12.33,17.2,16.32,19.99,7.98,-0.34,1.38
Large,210410000,0.5,4,14/09/2010,7.81,5.21,11.5,16.47,8.6,8.95,10.09,3.08,1.94,4.62,12.33,17.2,16.32,20.57,8.57,0.17,1.38
Large,210410000,0.25,4,14/09/2010,7.81,5.21,11.5,16.47,8.6,8.95,10.09,3.08,1.94,4.62,12.33,17.2,16.32,20.94,8.79,0.44,1.38
Large,210410000,0,4,14/09/2010,7.81,5.21,11.5,16.47,8.6,8.95,10.09,3.08,1.94,4.62,12.33,17.2,16.32,21.23,9.12,0.68,1.38
Large,210410000,1,3,14/09/2010,7.81,5.21,11.5,16.47,8.6,8.95,10.09,3.08,1.94,4.62,12.33,17.2,16.32,20.03,8.01,-0.31,1.38
Large,210410000,0.25,4,14/09/2010,7.81,5.21,11.5,16.47,8.6,8.95,10.09,3.08,1.94,4.62,12.33,17.2,16.32,20.86,8.8,0.43,1.38
Large,2010000000,1.61,2,29/08/1993,96.32,0,0,0,0,0,0,0,0,0,0,0,0,1.15,-0.13,-1.79,0.89
Large,2010000000,1.61,2,31/03/1996,96.32,0,0,0,0,0,0,0,0,0,0,0,0,1.15,-0.13,-1.78,0.88
Large,158590000,1.15,3,31/03/2014,0,1.79,12.77,13.34,0,0,8.7,0,1,3.89,14.47,44.03,20.56,27.13,3.3,1.74,0.98
Large,2010000000,1.61,2,31/03/2005,96.32,0,0,0,0,0,0,0,0,0,0,0,0,1.15,-0.13,-1.83,0.9
Large,2010000000,0.86,3,31/03/2005,96.32,0,0,0,0,0,0,0,0,0,0,0,0,1.91,0.62,-1.03,0.88
Large,2740000,1.32,2,29/03/1998,0,6.56,14.12,7.24,0.09,6.75,11.71,3.03,5.04,0.37,15.93,29.17,19.76,24.6,6.27,-1.46,0.95
Large,2010000000,0.61,3,31/03/2005,96.32,0,0,0,0,0,0,0,0,0,0,0,0,2.17,0.77,-0.81,0.88
Large,2010000000,0.5,3,1/7/2012,96.32,0,0,0,0,0,0,0,0,0,0,0,0,2.29,0.89,-0.69,0.87
Large,2010000000,0.85,3,24/07/1984,96.32,0,0,0,0,0,0,0,0,0,0,0,0,1.91,0.52,-1.06,0.88
Large,12560000000,1.45,2,6/12/2001,73.09,1.64,11.2,37.81,2.64,0,0,0,12.06,21.21,12.59,0.85,11.87,3.24,2.51,-0.71,0.95
Others,44680000,1.05,1,16/12/1999,90.05,0,0,0,0,0,0,0,0,0,0,0,0,0.95,1.14,-0.98,0.7
Medium,330000000,0.73,4,6/9/1993,98.75,0,0,0,0,0,0,0,0,0,0,0,0,5.89,0.99,0.71,0.89
Small,313320000,0.8,3,7/1/1997,98.27,0,0,0,0,0,0,0,0,100,0,0,0,5.79,8.28,1.4,0.85
Small,313320000,1.04,3,28/10/1987,98.27,0,0,0,0,0,0,0,0,100,0,0,0,5.68,7.84,1.16,0.85
Small,313320000,0,3,1/3/2018,98.27,0,0,0,0,0,0,0,0,100,0,0,0,0,0,1.17,0.85
Large,3840000,0.16,0,5/12/2016,7.46,5.22,11.5,16.53,8.51,8.97,10.09,3.1,1.95,4.65,12.33,17.15,16.29,0,0,0,0
Large,3840000,0.9,0,5/12/2016,7.46,5.22,11.5,16.53,8.51,8.97,10.09,3.1,1.95,4.65,12.33,17.15,16.29,0,0,0,0
Large,3840000,0.9,0,5/12/2016,7.46,5.22,11.5,16.53,8.51,8.97,10.09,3.1,1.95,4.65,12.33,17.15,16.29,0,0,0,0
Large,3840000,0.9,0,5/12/2016,7.46,5.22,11.5,16.53,8.51,8.97,10.09,3.1,1.95,4.65,12.33,17.15,16.29,0,0,0,0
Large,3840000,0.41,0,5/12/2016,7.46,5.22,11.5,16.53,8.51,8.97,10.09,3.1,1.95,4.65,12.33,17.15,16.29,0,0,0,0
Large,3840000,0,0,5/12/2016,7.46,5.22,11.5,16.53,8.51,8.97,10.09,3.1,1.95,4.65,12.33,17.15,16.29,0,0,0,0
Large,3840000,0,0,5/12/2016,7.46,5.22,11.5,16.53,8.51,8.97,10.09,3.1,1.95,4.65,12.33,17.15,16.29,0,0,0,0
Large,3840000,0.16,0,5/12/2016,7.46,5.22,11.5,16.53,8.51,8.97,10.09,3.1,1.95,4.65,12.33,17.15,16.29,0,0,0,0
Large,3840000,0,0,5/12/2016,7.46,5.22,11.5,16.53,8.51,8.97,10.09,3.1,1.95,4.65,12.33,17.15,16.29,0,0,0,0
Large,359960000,0.24,3,28/09/2005,61.53,4.6,10.94,16.56,9.07,7.86,10.91,3.21,2.08,4.87,12.23,17.68,16.5,9.66,6.06,-0.15,0.66
Large,359960000,0.99,2,28/09/2005,61.53,4.6,10.94,16.56,9.07,7.86,10.91,3.21,2.08,4.87,12.23,17.68,16.5,8.83,5.29,-0.9,0.66
Large,359960000,0.99,2,28/09/2005,61.53,4.6,10.94,16.56,9.07,7.86,10.91,3.21,2.08,4.87,12.23,17.68,16.5,8.89,5.2,-0.89,0.66
Large,406620000,1.56,3,30/07/2007,0,19.51,17.38,10.64,1.39,6.75,3.29,0.83,1.21,3.67,17.65,17.66,15.02,21.2,-3.36,-2.56,0.37
Large,359960000,0.99,2,28/09/2005,61.53,4.6,10.94,16.56,9.07,7.86,10.91,3.21,2.08,4.87,12.23,17.68,16.5,8.88,5.2,-0.89,0.66
Large,359960000,0.49,3,28/09/2005,61.53,4.6,10.94,16.56,9.07,7.86,10.91,3.21,2.08,4.87,12.23,17.68,16.5,9.37,5.79,-0.4,0.67
Large,359960000,0.24,3,28/09/2005,61.53,4.6,10.94,16.56,9.07,7.86,10.91,3.21,2.08,4.87,12.23,17.68,16.5,9.69,6.04,-0.14,0.66
Large,359960000,0,3,28/09/2005,61.53,4.6,10.94,16.56,9.07,7.86,10.91,3.21,2.08,4.87,12.23,17.68,16.5,9.97,6.36,0.07,0.67
Large,359960000,0,3,28/09/2005,61.53,4.6,10.94,16.56,9.07,7.86,10.91,3.21,2.08,4.87,12.23,17.68,16.5,10.03,6.28,0.12,0.66
Large,359960000,0,3,28/08/2016,61.53,4.6,10.94,16.56,9.07,7.86,10.91,3.21,2.08,4.87,12.23,17.68,16.5,10.04,0,0.16,0.67
Small,290260000,0.92,1,12/9/2013,0,8.49,25.42,3.66,0,0,5.28,0,0,0,3.88,53.27,36.18,22.08,-0.28,-4.59,1.03
Medium,469910000,1.39,1,1/10/2006,85.41,0,0,0,0,0,0,0,0,0,0,0,0,-0.1,-1.07,-1.52,0.18
Medium,61630000,1.73,2,24/08/2008,2.68,3.96,1.66,50.48,3.51,11.32,7.04,1.14,13.12,0,7.76,0,13.19,20.82,3.83,-2.5,0.72
Medium,61630000,2.7,2,13/09/2012,2.68,3.96,1.66,50.48,3.51,11.32,7.04,1.14,13.12,0,7.76,0,13.19,19.59,2.77,-3.49,0.72
Medium,61630000,2.05,2,13/09/2012,2.68,3.96,1.66,50.48,3.51,11.32,7.04,1.14,13.12,0,7.76,0,13.19,20.39,3.49,-2.83,0.72
Medium,7570000000,1.55,3,1/10/2006,92.42,0,0,0,0,0,0,0,0,0,0,0,0,6.99,-0.19,1.02,0.97
Medium,285950000,1.57,3,1/10/2006,97.34,0,0,0,0,0,0,0,0,0,0,0,0,6.14,-0.56,-0.18,1.1
Medium,985130000,1.52,4,1/10/2006,94.78,0,0,0,0,0,0,0,0,0,0,0,0,5.88,0.22,0.69,1
Medium,9060000000,1.44,3,1/10/2006,94.83,0,0,0,0,0,0,0,0,0,0,0,0,4.37,-0.6,-0.46,0.8
Large,589440000,1.37,3,30/12/1997,0,3.54,17.51,21.3,3.02,3.62,13.79,0,0,0,3.4,33.81,24.57,33.99,-6.85,0.11,1.05
Large,544150000,1.12,3,29/09/2009,0,2.47,10.39,17.78,2.68,8.11,13.61,0,3,7.05,8.93,25.99,19.66,32.35,11,0.73,1.13
Large,544150000,0.87,4,29/09/2009,0,2.47,10.39,17.78,2.68,8.11,13.61,0,3,7.05,8.93,25.99,19.66,32.65,11.32,0.96,1.14
Small,12550000,0.83,4,31/01/1993,98.51,0,0,0,0,0,0,0,0,0,0,0,0,5.15,1.09,0.68,0.86
Medium,103090000,1.37,5,27/12/2011,0,10.55,39.71,10.29,0,4.55,12.28,0,0,1.55,19.1,1.97,17.23,17.82,30.74,3.88,1.52
Medium,103090000,1.02,5,27/12/2011,0,10.55,39.71,10.29,0,4.55,12.28,0,0,1.55,19.1,1.97,17.23,18.28,31.14,4.26,1.51
Medium,103090000,1.87,5,27/12/2011,0,10.55,39.71,10.29,0,4.55,12.28,0,0,1.55,19.1,1.97,17.23,17.21,30.18,3.41,1.52
Large,505890000,1.59,3,1/10/2006,94.89,0,0,0,0,0,0,0,0,0,0,0,0,4.62,-0.76,-0.56,0.95
Large,74040000,1.14,3,28/02/2006,0,4.38,16.74,20.52,3.08,6.85,13.45,1.43,2.04,5.5,6.64,19.38,17.35,17.97,9.61,-0.46,0.86
Large,74040000,0.89,3,17/12/2000,0,4.38,16.74,20.52,3.08,6.85,13.45,1.43,2.04,5.5,6.64,19.38,17.35,18.28,9.87,-0.22,0.86
Large,5620000000,1.57,3,6/9/1993,0,3.38,13.04,15.58,1.96,6.09,14.09,3.19,3.55,5.79,10.17,23.16,18.64,22.38,7.93,-0.74,0.92
Large,5620000000,1.57,3,2/1/1994,0,3.38,13.04,15.58,1.96,6.09,14.09,3.19,3.55,5.79,10.17,23.16,18.64,22.44,7.9,-0.73,0.92
Large,5620000000,0.82,3,12/10/1971,0,3.38,13.04,15.58,1.96,6.09,14.09,3.19,3.55,5.79,10.17,23.16,18.64,23.35,8.73,0.02,0.92
Large,5620000000,0.82,3,31/03/2005,0,3.38,13.04,15.58,1.96,6.09,14.09,3.19,3.55,5.79,10.17,23.16,18.64,23.32,8.74,-0.01,0.92
Large,406620000,1.43,2,16/06/2013,0,19.51,17.38,10.64,1.39,6.75,3.29,0.83,1.21,3.67,17.65,17.66,15.02,21.37,-3.28,-2.39,0.37
Large,5620000000,0.57,4,31/03/2005,0,3.38,13.04,15.58,1.96,6.09,14.09,3.19,3.55,5.79,10.17,23.16,18.64,23.65,9.01,0.26,0.92
Large,5620000000,0.49,4,30/04/2006,0,3.38,13.04,15.58,1.96,6.09,14.09,3.19,3.55,5.79,10.17,23.16,18.64,23.72,9.13,0.34,0.92
Large,5620000000,1.57,3,31/03/2005,0,3.38,13.04,15.58,1.96,6.09,14.09,3.19,3.55,5.79,10.17,23.16,18.64,22.41,7.92,-0.73,0.92
Large,339310000,0.77,1,30/12/2003,14.91,4.47,13.51,18.72,5.99,7.42,11.29,2.08,2.43,4.75,11.09,18.24,16.32,18.51,6.7,-1.99,1.42
Large,339310000,0.27,2,30/12/2003,14.91,4.47,13.51,18.72,5.99,7.42,11.29,2.08,2.43,4.75,11.09,18.24,16.32,19.11,7.19,-1.48,1.43
Medium,186020000,0.84,3,30/10/1984,99.6,0,0,0,0,0,0,0,0,0,0,0,0,4.33,-0.11,-0.2,0.87
Medium,88890000,0.82,3,30/10/1984,98.88,0,0,0,0,0,0,0,0,0,0,0,0,4.39,0.63,0.22,0.77
Medium,259010000,0.86,5,8/4/1985,99.56,0,0,0,0,0,0,0,0,0,0,0,0,4.85,0.38,0.18,0.86
Large,104670000,1.9,3,25/08/2010,2.5,1.49,11.97,20.61,0,1.99,25.09,1.68,2.87,1.61,11.82,20.87,16.29,0.95,2.36,2.56,0.84
Large,104670000,2.65,3,31/01/2011,2.5,1.49,11.97,20.61,0,1.99,25.09,1.68,2.87,1.61,11.82,20.87,16.29,0.12,1.7,1.79,0.84
Others,114410000,1.37,2,28/04/2010,25.07,0,0,0,0,0,0,0,0,0,0,0,0,19.08,-6.45,7.1,1.51
Large,104670000,1.65,3,25/08/2010,2.5,1.49,11.97,20.61,0,1.99,25.09,1.68,2.87,1.61,11.82,20.87,16.29,1.29,2.58,2.78,0.84
Others,114410000,1.12,2,20/03/2012,25.07,0,0,0,0,0,0,0,0,0,0,0,0,19.36,-6.32,7.27,1.51
Large,104670000,1.9,3,12/3/2013,2.5,1.49,11.97,20.61,0,1.99,25.09,1.68,2.87,1.61,11.82,20.87,16.29,0.95,2.51,2.59,0.84
Others,114410000,2.12,1,28/04/2010,25.07,0,0,0,0,0,0,0,0,0,0,0,0,18.17,-6.97,6.36,1.51
